,Underlying,Strike: $455,call_openint 455,call_volume 455,call_bid 455,call_ask 455,put_bid 455,put_ask 455,put_volume 455,put_openint 455,Strike: $456,call_openint 456,call_volume 456,call_bid 456,call_ask 456,put_bid 456,put_ask 456,put_volume 456,put_openint 456,Strike: $457,call_openint 457,call_volume 457,call_bid 457,call_ask 457,put_bid 457,put_ask 457,put_volume 457,put_openint 457,Strike: $458,call_openint 458,call_volume 458,call_bid 458,call_ask 458,put_bid 458,put_ask 458,put_volume 458,put_openint 458,Strike: $459,call_openint 459,call_volume 459,call_bid 459,call_ask 459,put_bid 459,put_ask 459,put_volume 459,put_openint 459,Strike: $460,call_openint 460,call_volume 460,call_bid 460,call_ask 460,put_bid 460,put_ask 460,put_volume 460,put_openint 460,Strike: $461,call_openint 461,call_volume 461,call_bid 461,call_ask 461,put_bid 461,put_ask 461,put_volume 461,put_openint 461
0,458,Strike: $455,21,179,0.22318547442814296,-0.013855431277184,-2.6115538093322472,-3.1207780018863405,0,379,Strike: $456,96,104,2.313082122549556,1.9412813175403216,0.3351483074273539,-0.08503392330762943,0,304,Strike: $457,62,138,1.6391842812198787,1.282009763764067,0.8095558980945003,0.28577844402524216,0,338,Strike: $458,90,110,3.1180253206804336,2.797441292626156,3.1745581350480103,2.8402528626806185,0,310,Strike: $459,120,80,1.4735128943168991,1.35855377514262,2.5891113205392453,2.1666870054756044,0,280,Strike: $460,138,62,1.3409886321769309,1.0045504883587353,3.417840280379971,2.9851982719192245,0,262,Strike: $461,103,97,1.6401332988265258,1.5373511729423892,4.812436586668437,4.3469331672613345,0,297
1,459.5159613434211,Strike: $455,18,132,-1.3109305218417204,-1.5537129267631293,-5.664503849364806,-6.337943372519215,0,182,Strike: $456,105,45,0.7456189509937876,0.570362930164594,-2.8587055516011266,-3.0776627525433984,55,95,Strike: $457,69,81,1.1958366906831979,1.0487427120950905,-1.0433169759157108,-1.5935812263416524,19,131,Strike: $458,92,58,2.106229406817078,1.828287461693268,0.8123065869675642,0.32337593191905273,42,108,Strike: $459,119,31,1.0328632824718968,0.7459931568940958,0.4538113597532323,0.06503590608980447,69,81,Strike: $460,127,23,2.208388306252593,2.217338094078426,2.9068614636695624,2.47025045672639,77,73,Strike: $461,107,43,2.149962961434094,1.8369257804939545,3.5526004716862105,3.3409806755674363,57,93
2,459.30273399480205,Strike: $455,10,140,0.7071264405863005,0.5783937023791983,-3.27981746555482,-3.859498155356161,0,190,Strike: $456,98,52,2.6240453648979982,2.4513451831109583,-0.4977379419741265,-1.0491536308021645,48,102,Strike: $457,76,74,2.818522394208246,2.750421109544325,0.7896079351911691,0.37016250639649756,26,124,Strike: $458,98,52,1.933153093059515,1.8845464128643115,0.8163729888929644,0.38910371559502016,48,102,Strike: $459,120,30,1.987037808341886,1.8104760650661527,1.770273452196859,1.3173960597564727,70,80,Strike: $460,119,31,-0.21443353731384285,-0.3699739152391604,0.7308081723792328,0.05094601247984659,69,81,Strike: $461,106,44,0.6540007797983713,0.5296689135960322,2.2625596491337263,2.0554201111023414,56,94
3,455.7713004309119,Strike: $455,0,150,2.4153701243104715,2.2096758225696003,1.68531417684343,1.2109852737628062,0,200,Strike: $456,104,46,0.7911009162909122,0.558696630074405,0.9386960910772992,0.6009948585722922,54,96,Strike: $457,87,63,1.4544064886034014,1.2901525473342963,2.8161734877752025,2.239233023867578,37,113,Strike: $458,90,60,1.0608977402309854,0.801590039260988,3.4485798097682316,2.959270041362801,40,110,Strike: $459,112,38,1.4181536425030674,1.2419465517984025,4.610224464661843,4.401539066880627,62,88,Strike: $460,118,32,2.897131251873943,2.482519869541119,7.273782193910001,6.711471836123172,68,82,Strike: $461,94,56,3.5329660758064416,3.3835736239502556,8.884906370638653,8.531876176419244,44,106
4,463.4103308859586,Strike: $455,10,140,3.0895101743517603,2.9910634427113627,-5.114880709726603,-5.384075855846566,0,190,Strike: $456,112,38,1.6200089672834177,1.3518410355331307,-5.7732238276643,-6.16192279577178,62,88,Strike: $457,81,69,2.4997191277263253,2.3213373162142683,-3.9455849713598137,-4.14355206690729,31,119,Strike: $458,78,72,2.1676914784998043,1.9751191765662253,-3.2184286757656393,-3.474876159109249,28,122,Strike: $459,121,29,1.4415416693351117,1.271126704760491,-2.84817347179571,-3.3184057079459213,71,79,Strike: $460,117,33,2.69048568367171,2.6368671257145007,-0.3339599016556208,-0.8502692096803093,67,83,Strike: $461,97,53,1.8437152996144146,1.7342376492778275,-0.5284916931048701,-0.6449603817685382,47,103
5,463.92217398686444,Strike: $455,18,132,2.065602428491262,1.9477923682570597,-6.6372713428509105,-7.2480661329075495,0,182,Strike: $456,102,48,1.6708444305328598,1.5332029458585454,-6.182020872390047,-6.576251362761441,52,98,Strike: $457,85,65,-0.5181648588843135,-0.7435046060131418,-7.434185722140847,-7.655373316939362,35,115,Strike: $458,74,76,2.0849881018100986,1.964041992792015,-3.789234756350877,-4.134532467278764,24,126,Strike: $459,108,42,-0.49975428255682486,-0.773473047077698,-5.435191186925362,-5.818129919308995,58,92,Strike: $460,113,37,3.029296889046194,2.8738892148017054,-0.7486544865438708,-1.3977657533006074,63,87,Strike: $461,105,45,1.603373773468094,1.4499309702378973,-1.1232392617517617,-1.6459801047829756,55,95
6,464.03909876726027,Strike: $455,20,130,0.841506606839084,0.5660747643292089,-8.105040577297723,-8.537306463642508,0,180,Strike: $456,112,38,1.463720767855027,1.3610553124464755,-6.43689514498351,-6.738296687294165,62,88,Strike: $457,77,73,1.3943346699174486,1.1922188745884637,-5.489647649437295,-6.035959263883178,27,123,Strike: $458,69,81,0.2092617776969703,-0.029897718641825388,-5.757274451008301,-6.327687768279874,19,131,Strike: $459,107,43,0.37859561584966794,0.31557499642960335,-4.489526060979612,-4.744786255492858,57,93,Strike: $460,112,38,2.0989008552771815,1.7255118317406855,-1.8115028914842626,-2.4025972089283902,62,88,Strike: $461,97,53,2.4346501639777354,2.163908879461222,-0.5471678246703963,-0.838762633256678,47,103
7,466.82130832710453,Strike: $455,8,142,1.4065776174306506,1.0377132541395129,-10.554541197672428,-10.68645164829488,0,192,Strike: $456,118,32,3.3764162393263577,3.279280711043397,-7.147268460668213,-7.6533467351243,68,82,Strike: $457,89,61,1.6367098185719349,1.5044670625409196,-7.973152835864182,-8.598946020889894,39,111,Strike: $458,62,88,0.9100378695502158,0.6941413689613183,-7.877042453261145,-8.279763093727501,12,138,Strike: $459,105,45,3.4473681519336443,3.3300057941750225,-4.180731465369776,-4.543965292307442,55,95,Strike: $460,89,61,2.717294376571977,2.580918195821049,-3.911039644971694,-4.255342361152554,39,111,Strike: $461,108,42,3.3387101472789196,3.1545177829026136,-2.284313666511803,-2.664349905996332,58,92
8,468.9962315069305,Strike: $455,0,150,0.7730278085931412,0.6335787259328279,-12.983506650081676,-13.421438636793622,0,200,Strike: $456,113,37,2.1902830403103613,1.8083519360444602,-10.850171843065377,-11.32289489266592,63,87,Strike: $457,92,58,2.525595752925636,2.3249215015924602,-9.36709141285826,-9.867131579658064,42,108,Strike: $458,66,84,3.0613226591139537,2.9685295352302785,-7.861611163557406,-8.23260090033103,16,134,Strike: $459,98,52,0.9973602212817807,1.0342562871748635,-8.725827008519794,-9.271710300234165,48,102,Strike: $460,91,59,2.109168960354427,1.8948832622906828,-6.713382667188182,-7.187590446459922,41,109,Strike: $461,113,37,0.5023280935737189,0.4618575182813806,-7.484513926137627,-7.636803882549251,63,87
9,471.20086466852496,Strike: $455,3,147,2.2370704894109674,2.1229001113281067,-13.76627396257983,-14.112817279884586,0,197,Strike: $456,112,38,1.9943250194556945,1.7304421723718737,-13.036136572541842,-13.520028271293844,62,88,Strike: $457,91,59,2.4551743629097738,2.2168863019933935,-11.758888128411032,-12.087727083809014,41,109,Strike: $458,66,84,1.3161365820808832,1.338423603430842,-11.692254149733003,-12.075557255910184,16,134,Strike: $459,100,50,1.8877846890692163,1.7295716961970657,-10.393701504068737,-10.579012361695842,50,100,Strike: $460,112,38,2.6510940952815654,2.5325654916125497,-8.368836133553348,-8.954128858652027,62,88,Strike: $461,114,36,3.7577261899008514,3.531832679236554,-6.494287550587218,-6.849132476236395,64,86
